:(Mode)update
:(EngineeringUnit)Unit	DefaultTagRate	IntegralDivisor	
Amp	10000	1
COUNTS	10000	1
BAR	10000	1
C	10000	1
Vdc	10000	1
°C	10000	1
Bar	10000	1
Sm3/h	10000	3600
Kgf/cm2	10000	1
Kg/h	10000	3600
Nm3/h	10000	3600
m3/h	10000	3600
mm	10000	1
kg/cm2	10000	1
%	10000	1
ppmH2O	10000	1
KCal/Nm3	10000	1
MOL%	10000	1
M	10000	1
V	10000	1
Kg/cm2	10000	1
m3/jour	10000	86400
-	10000	1
kVA	10000	1
min	10000	60
Nm3/min	10000	60
H_Min	10000	1
Nm3/j	10000	86400
Nm3	10000	1
:(AnalogTag)TagName	Description	IOServerComputerName	IOServerAppName	TopicName	ItemName	AcquisitionType	StorageType	AcquisitionRate	StorageRate	TimeDeadband	SamplesInAI	AllMode	EngUnits	MinEU	MaxEU	MinRaw	MaxRaw	Scaling	RawType	IntegerSize	Sign	ValueDeadband	InitialValue	CurrentEditor	RateDeadband	InterpolationType	RolloverValue	ServerTimeStamp	DeadbandType	
PA2-E7-HRC14	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-E7-HRC14	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-E7-HRC14	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-E7-HRC14	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-E7-HRC14	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-E7-HRC14	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VP-E7-HRC14	Voltage des Panneaux Solaires	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-E7-HRC14	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-E6-HRC149	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-E6-HRC149	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-E6-HRC149	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-E6-HRC149	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-E6-HRC149	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-E6-HRC149	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-E6-HRC149	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-E6-HRC149	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VP-E6-HRC149	Voltage des Panneaux Solaires	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-E6-HRC149	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-E6-HRC15	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-E6-HRC15	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-E6-HRC15	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-E6-HRC15	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-E6-HRC15	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-E6-HRC15	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-E6-HRC15	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-E6-HRC15	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VP-E6-HRC15	Voltage des Panneaux Solaires	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-E6-HRC15	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-E6-HRC16	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-E6-HRC16	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-E6-HRC16	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-E6-HRC16	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-E6-HRC16	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-E6-HRC16	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-E6-HRC16	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-E6-HRC16	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VP-E6-HRC16	Voltage des Panneaux Solaires	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-E6-HRC16	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-E6-HRC17	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-E6-HRC17	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-E6-HRC17	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-E6-HRC17	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-E6-HRC17	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-E6-HRC17	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-E6-HRC17	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VP-E6-HRC17	Voltage des Panneaux Solaires	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-E6-HRC17	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-W8-HRC21	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-W8-HRC21	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-W8-HRC21	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-W8-HRC21	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-W8-HRC21	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-W8-HRC21	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-W8-HRC21	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-W8-HRC21	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VP-W8-HRC21	Voltage des Panneaux Solaires	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-W8-HRC21	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-W8-HRC22	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-W8-HRC22	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-W8-HRC22	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-W8-HRC22	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-W8-HRC22	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-W8-HRC22	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-W8-HRC22	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-W8-HRC22	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VP-W8-HRC22	Voltage des Panneaux Solaires	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-W8-HRC22	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-W8-HRC23	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-W8-HRC23	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-W8-HRC23	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-W8-HRC23	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-W8-HRC23	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-W8-HRC23	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-W8-HRC23	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-W8-HRC23	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VP-W8-HRC23	Voltage des Panneaux Solaires	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-W8-HRC23	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-W8-HRC24	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-W8-HRC24	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-W8-HRC24	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-W8-HRC24	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-W8-HRC24	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-W8-HRC24	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-W8-HRC24	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-W8-HRC24	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VP-W8-HRC24	Voltage des Panneaux Solaires	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-W8-HRC24	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-E5-HRC32	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	6.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-E5-HRC32	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-E5-HRC32	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-E5-HRC32	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-E5-HRC32	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-E5-HRC32	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-E5-HRC32	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-E5-HRC32	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-30.000000	70.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-E5-HRC32	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB1-E5-HRC32	Voltage de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	30.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VP-E5-HRC32	Voltage des Panneaux Solaires	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-E5-HRC33	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	6.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-E5-HRC33	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-E5-HRC33	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-E5-HRC33	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-E5-HRC33	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-E5-HRC33	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-E5-HRC33	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-E5-HRC33	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-30.000000	70.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-E5-HRC33	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB1-E5-HRC33	Voltage de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	30.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VP-E5-HRC33	Voltage des Panneaux Solaires	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-E5-HRC34	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	6.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-E5-HRC34	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-E5-HRC34	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-E5-HRC34	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-E5-HRC34	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-E5-HRC34	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-E5-HRC34	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-E5-HRC34	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-30.000000	70.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-E5-HRC34	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB1-E5-HRC34	Voltage de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	30.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VP-E5-HRC34	Voltage des Panneaux Solaires	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
